strain,temperature_optimum_C,temperature_minimum,temperature_maximum,ph_optimum,ph_minimum,ph_maximum,salinity_optimum,salinity_minimum,salinity_maximum,oxygen_tolerance
Pseudomonadota sp.,34.54559191960574,19.046172593293697,41.91708148391073,6.980405818735905,5.3193972828829335,9.138902332215109,0.977076323172045,0.4766702723118545,1.141409465923907,tolerant
Halobacteriota sp. Methanomethylovorans sp001896725,42.74176502683697,24.487018223439797,49.05861783864346,6.397424537354781,4.810052681443773,7.8565846749852275,2.4344071859181,1.1705834826307806,5.68786300244949,not tolerant
Bacteroidota sp.,26.903903177265622,11.191429719189912,35.55559395743046,6.410856967612356,4.777686837227306,8.513930694403019,0.0,0.0,0.0,tolerant
Bacteroidota sp. UBA7236 sp016718035,28.893880446478352,13.844885325381457,35.3832871568375,6.915657757690207,5.755163035737856,8.837506334392101,0.0,0.0,0.0,tolerant
Patescibacteria sp.,31.99613168433574,24.505617809367084,37.1066568684509,7.039760210726469,5.499016403351149,9.084674830971704,0.0,0.0,2.1736698035909736,tolerant
Bacteroidota sp. UBA7236 sp002473275,31.38211577522,14.39613173527345,37.68623031049929,6.884349203751517,5.568099379488539,8.674051548341527,0.2067301801811965,0.0854371049022839,1.01814895527985,tolerant
Planctomycetota sp.,31.5430998228496,13.57919329090712,39.67274538292152,6.950621972873948,5.723925315756801,8.618280559641775,1.4406114905260017,1.654152190022034,2.623957806654767,tolerant
Actinomycetota sp. JADJTI01 sp016711265,31.076337756317784,17.95431969291234,39.46060272469052,7.058014082918391,5.335855263620791,8.959514309319616,0.0,0.1949506550418076,1.2735407238976837,tolerant
Bacteroidota sp. OLB10 sp001567275,24.61185849367685,9.326176103796744,30.939388943729043,6.044198549529419,4.552826745178034,7.7693090361946675,0.0,0.0,0.0,not tolerant
Halobacteriota sp.,40.02170572948299,24.615019440122367,46.01207598134754,7.020149312517279,5.818570682359201,8.571660412239124,1.042598957265341,1.074025185094191,2.421956357516269,not tolerant
Patescibacteria sp. Saccharimonas sp002336735,39.22838578128338,30.898910330229505,49.59824713384018,7.212393945442302,5.359577319070809,8.852379836182335,2.558318417220414,2.061893414996965,6.175932651356228,tolerant
Pseudomonadota sp. Desulfobacillus denitrificans,35.742131310497214,18.368888414896674,45.435743877054165,6.746933897384901,5.125510173379438,8.539481847888755,0.4920626288505829,0.3040777697707806,2.5053426194677693,tolerant
Bacteroidota sp.,29.634443395595284,10.23820611243188,34.20908042515993,6.770799081394671,4.985042706843739,8.578419683386551,1.687595071198861,2.279099460231457,3.146583575132154,not tolerant
Patescibacteria sp.,23.25749106285667,14.332554946752108,31.34808581792881,6.199746564900653,4.840519339586917,7.452687691146984,0.4750135947180536,0.4455239713813861,1.6644566891821864,tolerant
Chloroflexota sp.,34.67628435829934,17.00806149175763,40.90555956924612,7.54402797475533,5.546253526329633,9.424817832039668,0.0,0.0,0.2150929127411487,tolerant
Patescibacteria sp.,38.306427849554346,24.26181829246375,44.91717278077438,6.708178671309284,4.756370682903404,8.08848966611624,0.2962484528862643,1.5799198672488546,1.010136371929839,tolerant
Bacteroidota sp. JALNZU01 sp009773165,23.653730907747963,5.119720483634579,32.11186722077289,7.239903755046138,5.621847421190962,9.008076599010954,0.0,0.0,3.289385423563859,tolerant
Pseudomonadota sp. Sulfuritalea sp016708585,29.77278072949837,12.486364884149468,39.02448858354681,6.692769712374308,5.052362671308127,8.471518340914518,0.1153237213823228,0.0,1.698940833448602,tolerant
Pseudomonadota sp.,25.15159454054058,9.14345869267292,34.18498698290117,7.57244125055583,5.254665141307344,9.85631096413535,0.0,0.0,1.631051723920157,tolerant
Bacteroidota sp.,21.962005188947604,6.849935604798082,29.826565630127444,6.365720000550392,4.931906647092875,8.273862761991369,0.0,0.0,0.0,tolerant
Verrucomicrobiota sp.,24.99962499781896,7.669418718069327,32.27593994883601,7.377225205720778,5.710502987726944,8.963227103933782,0.3953967830826603,0.1492587831719565,4.1113557995984955,tolerant
Pseudomonadota sp.,30.725049191680167,14.434648753000529,40.48760889828766,6.63551663130691,4.838620285586641,8.530254423628758,0.0,0.0,2.645474480799818,tolerant
Patescibacteria sp. HK-STAS-PATE-2 sp937863195,34.13560168941187,24.631262515840017,43.1141506347275,7.357911120356624,5.648179156126774,9.130158891532668,0.8068126102869169,0.573961773470308,0.4483330584133682,not tolerant
Bacteroidota sp. Vicinibacter sp016714025,32.92920811357941,19.989209635768116,38.970668782653505,6.283981247010258,4.534377403902914,7.914040168037465,0.0,0.0,0.0,not tolerant
Bacteroidota sp. OLB11 sp016706595,16.927561019084933,2.075290071683643,21.588668427322503,6.934057107151897,5.375708560170327,8.909575164409075,0.0,0.0,0.0,tolerant
Pseudomonadota sp. Piscinibacter sp016706565,29.53243544541429,14.159317004105276,39.158467141616455,7.3941664114192225,5.345690141481982,9.663517422114063,0.0053148797786857,0.0,2.4315890083986416,tolerant
Myxococcota sp. JABFXX01 sp016706545,29.453431408244228,15.18293256328588,38.64722011196913,7.039564590477552,5.332238370094405,8.97495808230833,0.3172836162300356,0.6634137478558155,1.2881019631046158,tolerant
Bacteroidota sp. JAJTFW01 sp016713925,19.740821567967892,4.535208591610715,23.91747690606636,6.600224786180336,5.136836787704509,8.5563242243459,0.0,0.0,0.0,tolerant
Bacteroidota sp. Vicinibacter sp016710265,28.04859206196797,11.46391213334301,35.067219145841655,7.094425783044318,5.337846134152819,8.903253611303521,0.5432265483938217,1.1282209495484812,1.1479182659392624,tolerant
Bacteroidota sp. Vicinibacter sp016710585,25.308412097140845,8.881072602566768,31.860076258610576,6.599433968437033,4.885700376923848,8.368768814457983,0.0,0.0,0.0,not tolerant
Pseudomonadota sp. JAAFJR01 sp016705065,21.608563521749687,6.438634837485182,30.316188353393137,7.055488238524186,5.248813180880081,8.792040335621863,0.0,0.0,0.0,tolerant
Pseudomonadota sp. FEB-7 sp016709665,36.67801215822973,24.413320109730144,46.01526670887225,7.266319754864092,5.389130512314372,9.36259978697286,0.0,0.0,1.520297873393746,tolerant
Zixibacteria sp. JADJGC01 sp016708315,26.539690503682788,11.360415540003515,31.037607299866178,7.1672650247900895,5.541779993729656,9.010154080659245,0.2910625002458626,0.0,1.1166287015711802,not tolerant
Dependentiae sp. AaIE-18 sp016699045,21.861377425503697,3.9834694909566863,28.14792126682365,6.914321184604481,4.698456886927891,8.313711602674168,0.0,0.0,0.0,tolerant
Bacteroidota sp.,30.05243170956853,14.5324687848531,38.292718256312355,7.024304185675541,5.521395760828908,9.064899302290916,0.0,0.0,1.412133851553854,tolerant
Pseudomonadota sp. Rhodoferax sp016708345,23.310905034412365,8.45858656436566,31.48590163840912,6.9506909923930715,5.097712613346507,8.870659826002871,0.0,0.0,1.5460134306468394,tolerant
Bacteroidota sp. Bog-950 sp016715625,26.5525597327458,10.596293380313902,33.39022956851983,5.965185691523183,4.607581316624758,8.069336841881587,0.0,1.090420784365819,0.0,tolerant
Elusimicrobiota sp. JADJJR01 sp016706425,30.127819318112117,10.017149783471996,39.929607381740155,6.598873747215151,5.465469913988194,8.474564876996633,0.0,0.0,0.6477117536856518,tolerant
Pseudomonadota sp. GCA-016699305 sp016699305,24.148725771410245,6.050654181625216,30.76106722891231,6.483320452206306,5.1209945957294405,7.959279605383578,1.1863534664874995,0.0,5.228104852935271,tolerant
Bacteroidota sp. Ferruginibacter sp016710165,23.967576066027743,9.237240990400958,32.25619036755212,6.704748995215746,4.960548342424008,8.739092631481217,0.0,0.0,0.0,tolerant
BdellovibrionotaG sp.,22.518401881279978,7.660267811077297,28.8311160991782,6.939780127915743,4.947281832679087,8.307780029739446,0.0,0.0,0.0,not tolerant
Desulfobacterota sp. UBA2192 sp012728915,41.206237856568755,26.128475533978673,49.2729698927062,7.59284073570456,5.968203766755037,9.178044308029804,0.4203506198897222,0.5174629985783745,3.2286169557978086,not tolerant
Bacteroidota sp. JADKIH01 sp016708785,20.51540053295085,4.570458316312957,26.50553780153951,6.665977294843557,5.312218049900644,8.584591121455007,0.0,0.0,0.0,tolerant
Halobacteriota sp. Methanothrix sp016706325,50.39630264193396,33.14265029231869,56.71425215096809,6.7515545363766245,5.222659086543585,8.69062779803673,2.7235828805281264,0.7669709925727741,7.792568593971001,not tolerant
Acidobacteriota sp. OLB17 sp016706275,24.69580510391308,10.493917266200874,31.875691417027816,6.944329489814042,5.643994749999924,8.830406387249447,0.9900890025857838,1.340642547061453,0.3576508947768495,tolerant
Pseudomonadota sp. Rubrivivax sp016709385,32.32997268851513,15.111680125689505,42.68417661116394,7.521300148391248,5.496489218007081,9.807514102692434,0.0,0.0,2.8667272116208142,tolerant
Acidobacteriota sp.,51.13374614661538,34.91016490820549,61.05574362172329,7.525135717234457,6.0573526810347245,9.070604436080188,0.0,0.0,1.3339236671115788,not tolerant
Bacteroidota sp. UBA7236 sp016706255,28.521581011205637,12.421670568558111,34.9109173986313,6.709134720343853,5.565602998282842,8.63546954580474,0.0,0.0,0.0,tolerant
Bacteroidota sp.,25.944556147676938,13.52824239223077,34.50480890311937,7.064505391767399,5.4678523820472025,9.133840329908692,0.0,0.0,0.0,tolerant
Myxococcota sp. JADJKB01 sp016706225,29.682556395600713,19.07686700801223,36.71368025919199,6.681002996866381,4.853512189784281,8.961132045293207,1.0315953326478748,0.7052823004762858,2.989438245789904,not tolerant
BdellovibrionotaG sp.,28.371565289728228,11.278839884446125,35.273877884730794,6.741521767562549,5.513697130312331,7.7320502444486525,0.4069943358595109,0.246646224334861,0.673262988712894,not tolerant
Desulfobacterota sp. UBA1062 sp001896555,41.18290698463525,26.71243597497833,48.08944117265357,7.505389199181241,5.81085311458602,8.941722282821546,1.4243681299700075,0.8396394138029802,5.068987822544188,not tolerant
Chloroflexota sp. Leptofilum sp963169155,34.49957230526815,17.836638153066662,41.435003681771825,8.436911953931128,6.486877341335589,10.65586834175522,0.5880321236928152,0.0,2.7013498783893155,tolerant
Chloroflexota sp.,48.062350879916195,32.26260989213858,55.7104745499057,7.875223411032578,6.3145796510814085,9.29546900380118,0.0,0.0,0.0,not tolerant
Bacteroidota sp.,29.0057356121773,12.943635152830357,37.73533460872277,6.548079261280419,4.932533454905714,8.499702224829832,0.0,0.0,1.0175640120242289,tolerant
Patescibacteria sp.,39.88250023620999,34.125365312743185,51.42355123808546,8.386285399771308,5.2981737646623195,10.635694869745189,2.5069644402940323,1.0469782782993358,11.18375305905516,tolerant
Halobacteriota sp. UBA9949 sp016699325,47.59260999843154,32.49005959408579,53.77254152796718,6.815296547321979,5.370214457095633,8.797131505105362,1.5722171338622015,1.1674587862197083,2.688449645228518,not tolerant
Acidobacteriota sp.,32.11905884377,16.46368636758696,40.832626029092545,7.296443974939292,5.756967303003491,9.41913816532528,0.1392718737410483,0.0,1.3263220073544095,tolerant
Patescibacteria sp.,44.61809809178827,33.09516638599973,50.77480079679222,7.458834488160638,6.169920272010165,8.477516468519347,1.214153178596122,0.471989943832108,2.507014188995633,not tolerant
Bacteroidota sp. IGN3 sp016707115,31.138289575383315,15.486587068145305,36.95359697944155,7.524510061949607,5.9662440052693295,9.303158664225732,0.0,0.0,1.891075604210984,tolerant
DesulfobacterotaG sp. Syntrophorhabdus sp002067585,42.28690313606797,25.00390376190257,49.14417648398998,6.849484694435199,4.9958465032548025,7.946446237651381,0.3154614293362163,0.0,2.154283912384781,not tolerant
Acidobacteriota sp.,24.83461418728065,10.433456301940254,32.08039007674651,6.945270401639361,5.647713124820669,8.790063195711102,1.8766720686793896,1.9627734204707803,2.0080841690180105,not tolerant
Acidobacteriota sp.,29.21944340985439,17.6506715303667,35.4107592936261,7.352743232669328,5.9137222729670915,9.019032169127703,3.243072842897613,2.580660468530044,4.184921252638507,not tolerant
Pseudomonadota sp.,30.613519793692827,13.43976824225172,39.458588721850006,6.501479144997682,4.876308993811074,8.189975257935576,0.673336665310317,0.1826165841224978,2.553593724045342,tolerant
Dependentiae sp.,23.16927438197262,9.914332672226433,30.69578538512338,7.159180986822967,4.866022032869209,8.409580085415177,0.0,0.0,0.0,tolerant
Pseudomonadota sp.,21.4962977954286,6.515923538279079,27.917133245325456,6.507580657593621,4.3044935440916925,8.627895951179323,0.0,0.0,0.0,tolerant
Bacteroidota sp.,25.818420714393177,10.192941972288292,32.1691274031821,6.158648297745063,4.760792563670874,8.287023523695627,0.2334956102982683,0.0,2.7854119806769457,tolerant
Bacteroidota sp. JJ008 sp016706055,21.75221866610015,6.199069629279849,30.53475815676003,7.012108937281008,5.464821243845984,8.91767768460228,0.0,0.0,0.782122629453875,tolerant
Thermotogota sp. Mesotoga inferaB,46.11906695434354,28.608245146186288,53.15529061293507,8.3468626000868,6.35660440222281,9.909771998685768,0.0,0.0,3.117007150437466,not tolerant
Pseudomonadota sp. SphingorhabdusB sp016721875,25.02047578340862,9.995808590187334,33.60964305546121,7.296742499265896,5.365318212542603,9.629637461207707,0.3341253475382579,0.0,2.5020656810423816,tolerant
Gemmatimonadota sp. Palsa-1233 sp016704275,28.208160424055585,12.97635065686844,35.703501417129026,7.702118140693317,6.148707849673256,9.867098459149382,0.0,0.0,2.7194259002522685,tolerant
Bacteroidota sp. PHOS-HE28 sp016705955,25.904330390044173,7.439539876722737,32.146360562737065,6.000715725509123,4.804284164527557,8.02315228955871,0.0,0.0,1.4446937719765565,tolerant
Chloroflexota sp.,30.261050915570955,15.978759176674862,36.81829183152276,7.028527484929329,5.2365332974592125,9.159883078420492,0.0,0.0,2.9155597130808903,tolerant
Bacteroidota sp.,23.538552929455243,8.693239368363711,31.804294401753808,6.843736361532647,5.2942217989722415,8.80919562952559,0.0,0.0,0.0,tolerant
Chloroflexota sp.,29.666036932365,14.756417116671942,36.81062824469933,7.78670601809056,5.759342040894934,10.132516440420442,0.0,0.0,0.0,tolerant
Myxococcota sp. Nannocystis sp016714285,29.097293748022192,15.74605789803826,36.66401239690117,6.741513384474209,5.172703740173683,8.837725127208621,1.7727570905733248,1.359319122384989,2.398269092362077,not tolerant
Bacteroidota sp. UBA2475 sp016705695,19.52417813373714,6.112050907232646,25.677702019131523,5.921269287545804,4.893427470477568,7.279978202967577,0.0,0.0,0.0,tolerant
Pseudomonadota sp. Nitrosomonas sp016710135,24.02254611729941,8.136112294521016,29.41614020422742,7.686706693596123,5.805012572427554,9.195510749477416,0.4531439668966746,0.0,3.201557981319789,tolerant
Cyanobacteriota sp. Aved-18 sp016699165,25.417479185493345,12.079633973305183,31.569794869544907,6.533262189675275,4.8796848866367135,7.732642545066914,0.7018815679768808,0.0,0.0079326575225984,not tolerant
Bacteroidota sp.,24.37780486680564,9.620068336779251,32.11997191633934,7.11193647041443,5.378339839700375,9.354191918600844,0.0,0.0,0.0,not tolerant
Pseudomonadota sp. Desulfobacillus sp018262775,35.45011806371383,17.43709823813073,44.13208382189531,6.828115314011947,5.170916305242393,8.58807562143459,1.0680830547897653,0.431502811546874,3.129631120947953,tolerant
Bacteroidota sp. JADJEI01 sp016709155,28.341107876298377,9.49862028111462,35.985914253650364,7.136709204632813,5.761564683175833,8.818810625472961,1.3654767002172763,0.604542378581739,4.38040342775475,tolerant
Chlamydiota sp.,39.024727312612455,26.38350063208997,47.65750769618906,7.170139381770969,4.901902115733269,8.766240543796822,0.0,0.0,0.9020688924013704,tolerant
Armatimonadota sp.,31.09158907788952,16.26352299440852,38.03608935169562,6.948274248018555,5.472330620706503,8.918162869934172,0.2764195336876893,0.3033124924361894,4.073064186428937,not tolerant
Eisenbacteria sp. CAIXRL01 sp016710095,32.584078544452545,17.81843885366317,40.39097623517203,6.880880701205409,5.233771990229885,9.1169892628726,0.8727787254872288,0.9189162925771786,3.711394137706184,tolerant
Patescibacteria sp.,25.003109043717267,9.508040236394931,31.331438716588664,7.260245031388113,5.6828810164498975,9.27031921818562,0.6739012940008382,0.858080315890599,6.084333380127129,not tolerant
Actinomycetota sp. UBA10799 sp018003655,22.493427088851902,11.272688453792911,28.570898047367464,7.290192887619125,5.170998355311633,9.400630567795057,0.0592236935645118,0.0,2.6704483630070603,tolerant
Acidobacteriota sp. OLB17 sp016712045,20.728665852359654,5.435402429534005,28.468351501817978,6.921950741132051,5.612589860473861,8.705275445501282,0.7115186061254599,0.9428328844777344,1.6056177542853316,tolerant
Bacteroidota sp. JAGNXB01 sp016710115,32.02004771764885,16.401780850134653,38.45161879945407,6.888735473791933,5.362589824997155,8.898125132702543,0.0622301624971601,0.7598903068366494,0.0,not tolerant
Iainarchaeota sp.,30.739074011810892,19.15236550675563,37.89191210352296,6.053150018335057,4.3562128018322195,7.7115109824393855,2.3744317630862835,0.3998677572963784,6.64247045864637,tolerant
Bacteroidota sp. GCA-2747695 sp020854235,27.537063611081287,11.124166689989064,36.961622170280855,6.991243142187462,5.50733839268899,8.618023490515673,0.4152760464533735,0.0,3.565361701791053,tolerant
Patescibacteria sp.,32.151062839519064,19.59780232886279,39.4404725736444,6.670538401819869,5.39186627375996,8.47077442884217,1.007635113293896,1.1571428086490383,5.33846251036056,tolerant
Patescibacteria sp.,44.45944260739752,28.60636868708133,52.812658185149076,6.550160935333989,5.312905811483118,8.356666975455072,1.651978317911957,0.9793681587287066,3.429435532163186,not tolerant
Bacteroidota sp. OLB11 sp016711825,17.3715042455936,6.186779676140672,22.03708926416679,5.449480223045406,3.9381894728008104,6.920157414647678,0.0,0.0,0.1621800885808504,not tolerant
Patescibacteria sp.,33.28338210581516,20.199894803654765,38.85269204924863,7.066716354337994,5.463939556733951,8.458641080313626,0.8616955986510266,0.1744248084532336,1.1738837761561935,tolerant
Patescibacteria sp.,26.168179749600412,17.19397607005586,35.202278015326485,6.3308956846618685,4.53450090219394,8.360902337796686,1.0040616948388372,0.0,4.537555353760772,tolerant
Pseudomonadota sp. Accumulibacter contiguus,29.17829052881237,13.129914352890983,36.89560699517034,7.315263386222363,5.425586270430441,9.197932637096777,0.6468578136396124,0.2834860736445106,2.799347688484267,tolerant
Bacteroidota sp.,20.29733199935385,5.592422414263904,24.35417716599226,6.95685410898406,5.517408145273259,8.622750756997263,0.6225416166856435,0.0,2.9796119606625435,tolerant
Myxococcota sp.,28.44452689768192,16.535720908301133,37.650538986958985,6.572516997629293,5.07120299179123,9.021970872140807,0.0,0.0,0.0,tolerant
Patescibacteria sp.,32.739316831133706,18.370169185424132,38.42272898189557,6.154355819355698,4.866821966694075,7.785241316123189,1.5473116201010262,1.7532117339035092,4.560789139842791,tolerant
Pseudomonadota sp. Azonexus sp016709965,27.631888649268753,10.175262445356084,35.832143009935045,6.5049581393631595,5.034508302463377,8.269182772322907,0.6358127540431258,0.0,2.9581805929835756,tolerant
Bacteroidota sp.,26.687831123203487,12.944900698358175,34.095733974526,6.857975945463931,4.868560234279572,8.464859224558397,0.0,0.0,1.6208140683819643,tolerant
Myxococcota sp.,36.14737938330728,26.151016639243505,42.188280409407675,6.861795219168483,4.871974398594515,8.738028412207811,2.1031123608178843,1.3244381452870713,1.6423567677538298,not tolerant
Patescibacteria sp.,34.32509304008967,26.82526201445682,41.52337731770507,7.0066799692443125,5.331622056217291,8.41155705051894,1.6806451361608312,0.7472333376277311,0.0,tolerant
Bacteroidota sp. LD21 sp016709865,29.681170145548307,12.934393371469213,37.134328606515645,6.717052416774907,5.355607646271275,8.433318935284788,0.0,0.0,1.54659504543009,tolerant
Chlamydiota sp.,16.61921540557876,7.119155422284365,25.159694461843596,6.206321552267404,4.267418112355136,7.041734756730541,0.0,0.0,0.0,tolerant
Bacteroidota sp. Lacibacter sp016713085,28.85034011083424,12.648781666048755,37.590316943544366,7.060909138502547,5.459331065416039,9.108572833324894,0.0,0.0,0.962611524097575,tolerant
Acidobacteriota sp.,37.7652564182246,23.180667112529676,45.74412051548761,6.832308175897794,5.088781808985177,8.864580861697597,1.3721276068587591,0.3783578726209453,3.650586555131781,tolerant
Omnitrophota sp.,32.66979802351371,12.848089082975296,38.42653982944791,6.3792852808654406,4.98836734701192,7.614993214608036,0.0,0.0,0.0,not tolerant
Pseudomonadota sp. Azonexus sp016714975,30.39676938576636,11.963986564527202,38.139560447711034,6.64691229187614,4.950585874706062,8.58453892948825,0.0,0.0,0.9698267188263968,tolerant
Pseudomonadota sp.,27.623025520110705,12.859101125448626,37.05022628465813,7.267497486195539,5.117096336786264,9.366710178799451,0.1109519762032604,0.0,3.0879709400255058,tolerant
Micrarchaeota sp.,26.92008306709807,21.50310936949693,29.97669095503146,6.588691903682447,4.7665890151890835,8.111035137126235,0.0,0.0,0.0,not tolerant
Pseudomonadota sp.,24.9577874346458,9.562395595948407,31.655532743718837,6.179095238178712,4.806261719870893,7.832927775498733,0.7591795828655181,0.0,2.474211198339998,tolerant
Planctomycetota sp. JADJLZ01 sp016709875,31.908131619775823,16.03691859625599,39.43166269012754,6.4916363600433336,4.961658420399612,8.632055012301754,1.4373439631316156,0.5348084731217,4.901511202855728,tolerant
Bacteroidota sp.,13.705122825501022,1.6502040489766454,19.40726852778,7.148521176021102,5.235204380721298,9.045482932025129,0.0,0.3593659767044181,0.0,not tolerant
Planctomycetota sp.,20.867144470289908,9.128735745888054,24.913444371103154,6.016133588961801,4.27278363953046,7.351969181393235,0.0,0.0,0.91036995052856,not tolerant
Bacteroidota sp. ELB16-189 sp016709845,26.498852280779772,12.260967976562483,34.63299620083566,6.817079336616141,5.163969555884227,8.39552423324349,0.0,0.0,0.626232405000529,tolerant
Pseudomonadota sp. Methylophosphatis roskildensis,30.629163466611665,15.352607943991169,38.69129385157767,6.766433032769129,5.043880656354589,8.571571973083042,0.6679394457681735,0.3601425850357265,2.1702612530802963,tolerant
Bacteroidota sp.,30.13555459140392,15.042431680058304,38.502808021269026,6.783473860319801,5.088489638392353,9.052272322886292,0.0,0.0,0.0,tolerant
